Índice de Desenvolvimento Humano (IDH)
Sigla;Código;Município;1970;1980;1991;
PE;2605608;Flores;0,208;0,294;0,378;
PE;2605707;Floresta;0,355;0,42;0,462;
PE;2605806;Frei Miguelinho;0,193;0,292;0,377;
PE;2605905;Gameleira;0,263;0,377;0,386;
PE;2606002;Garanhuns;0,318;0,454;0,557;
PE;2606101;Glória do Goitá;0,224;0,327;0,399;
PE;2606200;Goiana;0,315;0,457;0,496;
PE;2606309;Granito;0,263;0,328;0,378;
PE;2606408;Gravatá;0,23;0,369;0,486;
PE;2606507;Iati;0,166;0,299;0,312;
PE;2606606;Ibimirim;0,254;0,335;0,341;
PE;2606705;Ibirajuba;0,209;0,284;0,362;
PE;2606804;Igarassu;0,287;0,449;0,474;
PE;2606903;Iguaraci;0,25;0,343;0,386;
PE;2607000;Inajá;0,228;0,295;0,307;
PE;2607109;Ingazeira;0,258;0,294;0,399;
PE;2607208;Ipojuca;0,252;0,418;0,428;
PE;2607307;Ipubi;0,211;0,322;0,356;
PE;2607406;Itacuruba;0,319;0,503;0,565;
PE;2607505;Itaíba;0,185;0,241;0,327;
PE;2607604;Itamaracá;0,355;0,494;0,573;
PE;2607653;Itambé;0,233;0,316;0,357;
PE;2607703;Itapetim;0,23;0,284;0,398;
PE;2607752;Itapissuma;;;0,449;
PE;2607802;Itaquitinga;0,247;0,423;0,376;
PE;2607901;Jaboatão dos Guararapes;0,389;0,609;0,69;
PE;2607950;Jaqueira;;;;
PE;2608008;Jataúba;0,197;0,258;0,379;
PE;2608057;Jatobá;;;;
PE;2608107;João Alfredo;0,219;0,332;0,375;
PE;2608206;Joaquim Nabuco;0,256;0,368;0,363;
PE;2608255;Jucati;;;;
PE;2608305;Jupi;0,219;0,308;0,355;
PE;2608404;Jurema;0,197;0,28;0,315;
PE;2608453;Lagoa do Carro;;;;
PE;2608503;Lagoa do Itaenga;0,226;0,356;0,383;
PE;2608602;Lagoa do Ouro;0,248;0,33;0,346;
PE;2608701;Lagoa dos Gatos;0,199;0,293;0,323;
PE;2608750;Lagoa Grande;;;;
PE;2608800;Lajedo;0,236;0,346;0,453;
PE;2608909;Limoeiro;0,287;0,427;0,474;
PE;2609006;Macaparana;0,255;0,34;0,399;
PE;2609105;Machados;0,187;0,344;0,381;
PE;2609154;Manari;;;;
PE;2609204;Maraial;0,246;0,331;0,361;
PE;2609303;Mirandiba;0,301;0,383;0,434;
PE;2609402;Moreno;0,318;0,467;0,523;
PE;2609501;Nazaré da Mata;0,32;0,416;0,495;
PE;2609600;Olinda;0,476;0,702;0,765;
PE;2609709;Orobó;0,224;0,321;0,401;
PE;2609808;Orocó;0,292;0,436;0,438;
PE;2609907;Ouricuri;0,241;0,297;0,371;
PE;2610004;Palmares;0,287;0,428;0,479;
PE;2610103;Palmeirina;0,225;0,363;0,375;
PE;2610202;Panelas;0,182;0,267;0,344;
PE;2610301;Paranatama;0,186;0,294;0,34;
PE;2610400;Parnamirim;0,293;0,379;0,429;
PE;2610509;Passira;0,197;0,308;0,368;
PE;2610608;Paudalho;0,264;0,391;0,434;
PE;2610707;Paulista;0,386;0,629;0,731;
PE;2610806;Pedra;0,266;0,336;0,403;
PE;2610905;Pesqueira;0,254;0,366;0,436;
PE;2611002;Petrolândia;0,357;0,487;0,528;
PE;2611101;Petrolina;0,37;0,549;0,6;
PE;2611200;Poção;0,231;0,3;0,392;
PE;2611309;Pombos;0,238;0,354;0,411;
PE;2611408;Primavera;0,259;0,385;0,373;
PE;2611507;Quipapá;0,216;0,327;0,356;
PE;2611533;Quixaba;;;;
PE;2611606;Recife;0,551;0,72;0,79;
PE;2611705;Riacho das Almas;0,208;0,268;0,394;
PE;2611804;Ribeirão;0,285;0,406;0,46;
PE;2611903;Rio Formoso;0,268;0,442;0,384;
PE;2612000;Sairé;0,188;0,262;0,35;
PE;2612109;Salgadinho;0,179;0,264;0,334;
PE;2612208;Salgueiro;0,338;0,498;0,54;
PE;2612307;Saloá;0,189;0,31;0,386;
PE;2612406;Sanharó;0,245;0,324;0,434;
PE;2612455;Santa Cruz;;;;
PE;2612471;Santa Cruz da Baixa Verde;;;;
PE;2612505;Santa Cruz do Capibaribe;0,309;0,498;0,586;
PE;2612554;Santa Filomena;;;;
PE;2612604;Santa Maria da Boa Vista;0,352;0,442;0,45;
PE;2612703;Santa Maria do Cambucá;0,182;0,308;0,338;
PE;2612802;Santa Terezinha;0,28;0,318;0,377;
PE;2612901;São Benedito do Sul;0,227;0,287;0,296;
PE;2613008;São Bento do Una;0,238;0,349;0,417;
PE;2613107;São Caitano;0,204;0,288;0,379;
PE;2613206;São João;0,194;0,304;0,341;
PE;2613305;São Joaquim do Monte;0,222;0,343;0,372;
PE;2613404;São José da Coroa Grande;0,238;0,343;0,384;
PE;2613503;São José do Belmonte;0,275;0,37;0,394;
PE;2613602;São José do Egito;0,304;0,375;0,469;
PE;2613701;São Lourenço da Mata;0,329;0,487;0,515;
PE;2613800;São Vicente Ferrer;0,217;0,331;0,397;
PE;2613909;Serra Talhada;0,303;0,412;0,5;
PE;2614006;Serrita;0,246;0,348;0,39;
PE;2614105;Sertânia;0,292;0,377;0,44;
PE;2614204;Sirinhaém;0,261;0,371;0,376;
PE;2614303;Moreilândia;0,287;0,374;0,364;
PE;2614402;Solidão;0,293;0,361;0,38;
PE;2614501;Surubim;0,208;0,334;0,422;
PE;2614600;Tabira;0,283;0,346;0,42;
PE;2614709;Tacaimbó;0,176;0,252;0,338;
PE;2614808;Tacaratu;0,302;0,361;0,416;
PE;2614857;Tamandaré;;;;
PE;2615003;Taquaritinga do Norte;0,282;0,485;0,5;
PE;2615102;Terezinha;0,2;0,261;0,343;
PE;2615201;Terra Nova;0,281;0,429;0,479;
PE;2615300;Timbaúba;0,264;0,444;0,455;
PE;2615409;Toritama;0,24;0,394;0,606;
PE;2615508;Tracunhaém;0,244;0,356;0,415;
PE;2615607;Trindade;0,273;0,315;0,405;
PE;2615706;Triunfo;0,271;0,387;0,457;
PE;2615805;Tupanatinga;0,183;0,257;0,308;
PE;2615904;Tuparetama;0,331;0,377;0,442;
PE;2616001;Venturosa;0,258;0,404;0,401;
PE;2616100;Verdejante;0,297;0,405;0,424;
PE;2616183;Vertente do Lério;;;;
PE;2616209;Vertentes;0,237;0,372;0,403;
PE;2616308;Vicência;0,253;0,39;0,401;
PE;2616407;Vitória de Santo Antão;0,286;0,432;0,497;
PE;2616506;Xexéu;;;;
PE;2699919;Muribeca;;;;
PE;2699929;Nossa Senhora do Ó de Goyanna;;;;
PE;2699939;Cimbres;;;;
PI;2200053;Acauã;;;;
PI;2200103;Agricolândia;0,245;0,36;0,39;
PI;2200202;Água Branca;0,261;0,365;0,425;
PI;2200251;Alagoinha do Piauí;;;0,335;
PI;2200277;Alegrete do Piauí;;;;
PI;2200301;Alto Longá;0,254;0,31;0,356;
PI;2200400;Altos;0,241;0,319;0,403;
PI;2200459;Alvorada do Gurguéia;;;;
PI;2200509;Amarante;0,218;0,409;0,432;
PI;2200608;Angical do Piauí;0,246;0,375;0,469;
PI;2200707;Anísio de Abreu;0,19;0,329;0,369;
PI;2200806;Antônio Almeida;0,223;0,263;0,364;
PI;2200905;Aroazes;0,233;0,302;0,358;
PI;2200954;Aroeiras de Itaim;;;;
PI;2201002;Arraial;0,191;0,328;0,369;
PI;2201051;Assunção do Piauí;;;;
PI;2201101;Avelino Lopes;0,265;0,366;0,405;
PI;2201150;Baixa Grande do Ribeiro;;;;
PI;2201176;Barra D'Alcântara;;;;
PI;2201200;Barras;0,238;0,313;0,343;
PI;2201309;Barreiras do Piauí;0,298;0,412;0,434;
PI;2201408;Barro Duro;0,247;0,316;0,404;
PI;2201507;Batalha;0,205;0,289;0,327;
PI;2201556;Bela Vista do Piauí;;;;
PI;2201572;Belém do Piauí;;;;
PI;2201606;Beneditinos;0,229;0,277;0,352;
PI;2201705;Bertolínia;0,235;0,349;0,401;
PI;2201739;Betânia do Piauí;;;;
PI;2201770;Boa Hora;;;;
PI;2201804;Bocaina;0,202;0,326;0,405;
PI;2201903;Bom Jesus;0,272;0,35;0,444;
PI;2201919;Bom Princípio do Piauí;;;;
PI;2201929;Bonfim do Piauí;;;;
PI;2201945;Boqueirão do Piauí;;;;
PI;2201960;Brasileira;;;;
PI;2201988;Brejo do Piauí;;;;
PI;2202000;Buriti dos Lopes;0,219;0,312;0,322;
PI;2202026;Buriti dos Montes;;;;
PI;2202059;Cabeceiras do Piauí;;;;
PI;2202075;Cajazeiras do Piauí;;;;
PI;2202083;Cajueiro da Praia;;;;
PI;2202091;Caldeirão Grande do Piauí;;;;
PI;2202109;Campinas do Piauí;0,258;0,349;0,394;
PI;2202117;Campo Alegre do Fidalgo;;;;
PI;2202133;Campo Grande do Piauí;;;;
PI;2202174;Campo Largo do Piauí;;;;
PI;2202208;Campo Maior;0,278;0,398;0,451;
PI;2202251;Canavieira;;;;
PI;2202307;Canto do Buriti;0,234;0,333;0,373;
PI;2202406;Capitão de Campos;0,195;0,287;0,387;
PI;2202455;Capitão Gervásio Oliveira;;;;
PI;2202505;Caracol;0,215;0,325;0,316;
PI;2202539;Caraúbas do Piauí;;;;
PI;2202554;Caridade do Piauí;;;;
PI;2202604;Castelo do Piauí;0,279;0,332;0,377;
PI;2202653;Caxingó;;;;
PI;2202703;Cocal;0,22;0,323;0,321;
PI;2202711;Cocal de Telha;;;;
PI;2202729;Cocal dos Alves;;;;
PI;2202737;Coivaras;;;;
PI;2202752;Colônia do Gurguéia;;;;
PI;2202778;Colônia do Piauí;;;;
PI;2202802;Conceição do Canindé;0,265;0,303;0,321;
PI;2202851;Coronel José Dias;;;;
PI;2202901;Corrente;0,313;0,419;0,459;
PI;2203008;Cristalândia do Piauí;0,287;0,356;0,409;
PI;2203107;Cristino Castro;0,21;0,324;0,386;
PI;2203206;Curimatá;0,262;0,365;0,436;
PI;2203230;Currais;;;;
PI;2203255;Curralinhos;;;;
PI;2203271;Curral Novo do Piauí;;;;
PI;2203305;Demerval Lobão;0,257;0,349;0,432;
PI;2203354;Dirceu Arcoverde;;;0,396;
PI;2203404;Dom Expedito Lopes;0,233;0,329;0,457;
PI;2203420;Domingos Mourão;0,239;0,293;0,334;
PI;2203453;Dom Inocêncio;;;0,366;
PI;2203503;Elesbão Veloso;0,208;0,294;0,358;
PI;2203602;Eliseu Martins;0,241;0,365;0,417;
PI;2203701;Esperantina;0,264;0,347;0,397;
PI;2203750;Fartura do Piauí;;;;
PI;2203800;Flores do Piauí;0,211;0,34;0,376;
PI;2203859;Floresta do Piauí;;;;
PI;2203909;Floriano;0,322;0,499;0,565;
PI;2204006;Francinópolis;0,194;0,279;0,361;
PI;2204105;Francisco Ayres;0,202;0,315;0,392;
PI;2204154;Francisco Macedo;;;;
PI;2204204;Francisco Santos;0,254;0,351;0,415;
PI;2204303;Fronteiras;0,241;0,346;0,378;
PI;2204352;Geminiano;;;;
PI;2204402;Gilbués;0,273;0,357;0,419;
PI;2204501;Guadalupe;0,352;0,496;0,507;
PI;2204550;Guaribas;;;;
PI;2204600;Hugo Napoleão;0,251;0,344;0,363;
PI;2204659;Ilha Grande;;;;
PI;2204709;Inhuma;0,241;0,337;0,443;
PI;2204808;Ipiranga do Piauí;0,261;0,34;0,413;
PI;2204907;Isaías Coelho;0,238;0,321;0,334;
PI;2205003;Itainópolis;0,24;0,288;0,339;
PI;2205102;Itaueira;0,261;0,306;0,404;
PI;2205151;Jacobina do Piauí;;;;
PI;2205201;Jaicós;0,231;0,318;0,334;
PI;2205250;Jardim do Mulato;;;;
PI;2205276;Jatobá do Piauí;;;;
PI;2205300;Jerumenha;0,265;0,359;0,439;
PI;2205359;João Costa;;;;
PI;2205409;Joaquim Pires;0,187;0,27;0,313;
PI;2205458;Joca Marques;;;;
PI;2205508;José de Freitas;0,269;0,362;0,417;
PI;2205516;Juazeiro do Piauí;;;;
PI;2205524;Júlio Borges;;;;
PI;2205532;Jurema;;;;
PI;2205540;Lagoinha do Piauí;;;;
PI;2205557;Lagoa Alegre;;;;
PI;2205565;Lagoa do Barro do Piauí;;;;
PI;2205573;Lagoa de São Francisco;;;;
PI;2205581;Lagoa do Piauí;;;;
PI;2205599;Lagoa do Sítio;;;;
PI;2205607;Landri Sales;0,259;0,386;0,441;
PI;2205706;Luís Correia;0,236;0,314;0,33;
PI;2205805;Luzilândia;0,219;0,296;0,324;
PI;2205854;Madeiro;;;;
PI;2205904;Manoel Emídio;0,245;0,322;0,358;
PI;2205953;Marcolândia;;;;
PI;2206001;Marcos Parente;0,285;0,378;0,41;
PI;2206050;Massapê do Piauí;;;;
PI;2206100;Matias Olímpio;0,236;0,275;0,322;
PI;2206209;Miguel Alves;0,23;0,275;0,351;
PI;2206308;Miguel Leão;0,207;0,291;0,418;
PI;2206357;Milton Brandão;;;;
PI;2206407;Monsenhor Gil;0,217;0,329;0,405;
PI;2206506;Monsenhor Hipólito;0,199;0,283;0,385;
PI;2206605;Monte Alegre do Piauí;0,284;0,345;0,419;
PI;2206654;Morro Cabeça no Tempo;;;;
PI;2206670;Morro do Chapéu do Piauí;;;;
PI;2206696;Murici dos Portelas;;;;
PI;2206704;Nazaré do Piauí;0,178;0,273;0,355;
PI;2206720;Nazária;;;;
PI;2206753;Nossa Senhora de Nazaré;;;;
PI;2206803;Nossa Senhora dos Remédios;0,243;0,263;0,312;
PI;2206902;Novo Oriente do Piauí;0,215;0,304;0,349;
PI;2206951;Novo Santo Antônio;;;;
PI;2207009;Oeiras;0,243;0,312;0,389;
PI;2207108;Olho D'Água do Piauí;;;;
PI;2207207;Padre Marcos;0,225;0,274;0,327;
PI;2207306;Paes Landim;0,222;0,326;0,383;
PI;2207355;Pajeú do Piauí;;;;
PI;2207405;Palmeira do Piauí;0,236;0,337;0,378;
PI;2207504;Palmeirais;0,238;0,339;0,355;
PI;2207553;Paquetá;;;;
PI;2207603;Parnaguá;0,258;0,38;0,416;
PI;2207702;Parnaíba;0,311;0,444;0,489;
PI;2207751;Passagem Franca do Piauí;;;;
PI;2207777;Patos do Piauí;;;;
PI;2207793;Pau D'Arco do Piauí;;;;
PI;2207801;Paulistana;0,244;0,337;0,355;
PI;2207850;Pavussu;;;;
PI;2207900;Pedro II;0,247;0,307;0,366;
PI;2207934;Pedro Laurentino;;;;
PI;2207959;Nova Santa Rita;;;;
PI;2208007;Picos;0,253;0,368;0,493;
PI;2208106;Pimenteiras;0,206;0,274;0,38;
PI;2208205;Pio IX;0,197;0,306;0,348;
PI;2208304;Piracuruca;0,227;0,298;0,386;
PI;2208403;Piripiri;0,258;0,355;0,429;
PI;2208502;Porto;0,226;0,274;0,311;
PI;2208551;Porto Alegre do Piauí;;;;
PI;2208601;Prata do Piauí;0,275;0,349;0,363;
PI;2208650;Queimada Nova;;;;
PI;2208700;Redenção do Gurguéia;0,192;0,341;0,397;
PI;2208809;Regeneração;0,223;0,308;0,379;
PI;2208858;Riacho Frio;;;;
PI;2208874;Ribeira do Piauí;;;;
PI;2208908;Ribeiro Gonçalves;0,247;0,338;0,385;
PI;2209005;Rio Grande do Piauí;0,273;0,304;0,386;
PI;2209104;Santa Cruz do Piauí;0,255;0,288;0,34;
PI;2209153;Santa Cruz dos Milagres;;;;
PI;2209203;Santa Filomena;0,302;0,315;0,409;
PI;2209302;Santa Luz;0,251;0,318;0,37;
PI;2209351;Santana do Piauí;;;;
PI;2209377;Santa Rosa do Piauí;;;;
PI;2209401;Santo Antônio de Lisboa;0,283;0,33;0,451;
PI;2209450;Santo Antônio dos Milagres;;;;
PI;2209500;Santo Inácio do Piauí;0,227;0,295;0,333;
PI;2209559;São Braz do Piauí;;;;
PI;2209609;São Félix do Piauí;0,285;0,297;0,37;
PI;2209658;São Francisco de Assis do Piauí;;;;
PI;2209708;São Francisco do Piauí;0,226;0,304;0,33;
PI;2209757;São Gonçalo do Gurguéia;;;;
PI;2209807;São Gonçalo do Piauí;0,216;0,336;0,415;
PI;2209856;São João da Canabrava;;;0,37;
PI;2209872;São João da Fronteira;;;;
PI;2209906;São João da Serra;0,231;0,377;0,33;
PI;2209955;São João da Varjota;;;;
PI;2209971;São João do Arraial;;;;
PI;2210003;São João do Piauí;0,274;0,332;0,397;
PI;2210052;São José do Divino;;;;
PI;2210102;São José do Peixe;0,222;0,324;0,37;
PI;2210201;São José do Piauí;0,213;0,295;0,393;
PI;2210300;São Julião;0,207;0,276;0,342;
PI;2210359;São Lourenço do Piauí;;;;
PI;2210375;São Luis do Piauí;;;;
PI;2210383;São Miguel da Baixa Grande;;;;
PI;2210391;São Miguel do Fidalgo;;;;
PI;2210409;São Miguel do Tapuio;0,228;0,292;0,34;
PI;2210508;São Pedro do Piauí;0,277;0,348;0,405;
PI;2210607;São Raimundo Nonato;0,267;0,347;0,441;
PI;2210623;Sebastião Barros;;;;
PI;2210631;Sebastião Leal;;;;
PI;2210656;Sigefredo Pacheco;;;;
PI;2210706;Simões;0,244;0,306;0,332;
PI;2210805;Simplício Mendes;0,27;0,4;0,443;
PI;2210904;Socorro do Piauí;0,218;0,279;0,377;
PI;2210938;Sussuapara;;;;
PI;2210953;Tamboril do Piauí;;;;
PI;2210979;Tanque do Piauí;;;;
PI;2211001;Teresina;0,388;0,602;0,688;
PI;2211100;União;0,237;0,35;0,381;
PI;2211209;Uruçuí;0,243;0,373;0,411;
PI;2211308;Valença do Piauí;0,267;0,347;0,438;
PI;2211357;Várzea Branca;;;;
PI;2211407;Várzea Grande;0,199;0,248;0,35;
PI;2211506;Vera Mendes;;;;
PI;2211605;Vila Nova do Piauí;;;;
PI;2211704;Wall Ferraz;;;;
PR;4100103;Abatiá;0,34;0,501;0,616;
PR;4100202;Adrianópolis;0,325;0,507;0,518;
PR;4100301;Agudos do Sul;0,359;0,532;0,571;
PR;4100400;Almirante Tamandaré;0,424;0,564;0,64;
PR;4100459;Altamira do Paraná;;;0,495;
PR;4100509;Altônia;0,388;0,54;0,586;
PR;4100608;Alto Paraná;0,422;0,653;0,629;
PR;4100707;Alto Piquiri;0,349;0,518;0,531;
PR;4100806;Alvorada do Sul;0,351;0,565;0,651;
PR;4100905;Amaporã;0,357;0,563;0,563;
PR;4101002;Ampére;0,367;0,617;0,569;
PR;4101051;Anahy;;;;
PR;4101101;Andirá;0,421;0,696;0,632;
PR;4101150;Ângulo;;;;
PR;4101200;Antonina;0,47;0,612;0,627;
PR;4101309;Antônio Olinto;0,365;0,476;0,512;
PR;4101408;Apucarana;0,491;0,704;0,744;
PR;4101507;Arapongas;0,529;0,697;0,771;
PR;4101606;Arapoti;0,379;0,532;0,729;
PR;4101655;Arapuã;;;;
PR;4101705;Araruna;0,388;0,49;0,561;
PR;4101804;Araucária;0,506;0,67;0,73;
PR;4101853;Ariranha do Ivaí;;;;
PR;4101903;Assaí;0,418;0,683;0,697;
PR;4102000;Assis Chateaubriand;0,374;0,672;0,662;
PR;4102109;Astorga;0,455;0,686;0,713;
PR;4102208;Atalaia;0,379;0,529;0,624;
PR;4102307;Balsa Nova;0,44;0,629;0,66;
PR;4102406;Bandeirantes;0,421;0,66;0,666;
PR;4102505;Barbosa Ferraz;0,335;0,444;0,534;
PR;4102604;Barracão;0,383;0,538;0,639;
PR;4102703;Barra do Jacaré;0,356;0,55;0,635;
PR;4102752;Bela Vista da Caroba;;;;
PR;4102802;Bela Vista do Paraíso;0,394;0,714;0,703;
PR;4102901;Bituruna;0,434;0,581;0,573;
PR;4103008;Boa Esperança;0,345;0,503;0,634;
PR;4103024;Boa Esperança do Iguaçu;;;;
PR;4103040;Boa Ventura de São Roque;;;;
PR;4103057;Boa Vista da Aparecida;;;0,486;
PR;4103107;Bocaiúva do Sul;0,368;0,538;0,567;
PR;4103156;Bom Jesus do Sul;;;;
PR;4103206;Bom Sucesso;0,343;0,53;0,581;
PR;4103222;Bom Sucesso do Sul;;;;
PR;4103305;Borrazópolis;0,378;0,571;0,613;
PR;4103354;Braganey;;;0,561;
PR;4103370;Brasilândia do Sul;;;;
PR;4103404;Cafeara;0,336;0,478;0,564;
PR;4103453;Cafelândia;;;0,781;
PR;4103479;Cafezal do Sul;;;;
PR;4103503;Califórnia;0,382;0,538;0,598;
PR;4103602;Cambará;0,446;0,681;0,75;
PR;4103701;Cambé;0,436;0,67;0,692;
PR;4103800;Cambira;0,39;0,517;0,597;
PR;4103909;Campina da Lagoa;0,337;0,506;0,546;
PR;4103958;Campina do Simão;;;;
PR;4104006;Campina Grande do Sul;0,425;0,567;0,691;
PR;4104055;Campo Bonito;;;0,51;
PR;4104105;Campo do Tenente;0,406;0,509;0,53;
PR;4104204;Campo Largo;0,48;0,688;0,71;
PR;4104253;Campo Magro;;;;
PR;4104303;Campo Mourão;0,409;0,676;0,733;
PR;4104402;Cândido de Abreu;0,39;0,473;0,485;
PR;4104428;Candói;;;;
PR;4104451;Cantagalo;;;0,511;
PR;4104501;Capanema;0,426;0,632;0,636;
PR;4104600;Capitão Leônidas Marques;0,409;0,549;0,566;
PR;4104659;Carambeí;;;;
PR;4104709;Carlópolis;0,366;0,612;0,6;
PR;4104808;Cascavel;0,456;0,702;0,772;
PR;4104907;Castro;0,413;0,691;0,686;
PR;4105003;Catanduvas;0,368;0,491;0,606;
PR;4105102;Centenário do Sul;0,366;0,516;0,621;
PR;4105201;Cerro Azul;0,299;0,395;0,472;
PR;4105300;Céu Azul;0,393;0,623;0,663;
PR;4105409;Chopinzinho;0,385;0,606;0,584;
PR;4105508;Cianorte;0,468;0,685;0,737;
PR;4105607;Cidade Gaúcha;0,383;0,681;0,637;
PR;4105706;Clevelândia;0,442;0,701;0,602;
PR;4105805;Colombo;0,448;0,637;0,693;
PR;4105904;Colorado;0,428;0,654;0,687;
PR;4106001;Congonhinhas;0,318;0,501;0,52;
PR;4106100;Conselheiro Mairinck;0,344;0,534;0,57;
PR;4106209;Contenda;0,484;0,685;0,676;
PR;4106308;Corbélia;0,376;0,635;0,613;
PR;4106407;Cornélio Procópio;0,446;0,704;0,769;
PR;4106456;Coronel Domingos Soares;;;;
PR;4106506;Coronel Vivida;0,411;0,612;0,65;
PR;4106555;Corumbataí do Sul;;;0,458;
PR;4106571;Cruzeiro do Iguaçu;;;;
PR;4106605;Cruzeiro do Oeste;0,383;0,588;0,615;
PR;4106704;Cruzeiro do Sul;0,347;0,529;0,582;
PR;4106803;Cruz Machado;0,394;0,545;0,558;
PR;4106852;Cruzmaltina;;;;
PR;4106902;Curitiba;0,713;0,76;0,819;
PR;4107009;Curiúva;0,346;0,514;0,5;
PR;4107108;Diamante do Norte;0,369;0,56;0,615;
PR;4107124;Diamante do Sul;;;;
PR;4107157;Diamante D'Oeste;;;0,484;
PR;4107207;Dois Vizinhos;0,403;0,597;0,653;
PR;4107256;Douradina;;;0,576;
PR;4107306;Doutor Camargo;0,437;0,618;0,621;
PR;4107405;Enéas Marques;0,407;0,519;0,608;
PR;4107504;Engenheiro Beltrão;0,377;0,711;0,638;
PR;4107520;Esperança Nova;;;;
PR;4107538;Entre Rios do Oeste;;;;
PR;4107546;Espigão Alto do Iguaçu;;;;
PR;4107553;Farol;;;;
PR;4107603;Faxinal;0,376;0,531;0,597;
PR;4107652;Fazenda Rio Grande;;;;
PR;4107702;Fênix;0,294;0,487;0,559;
PR;4107736;Fernandes Pinheiro;;;;
PR;4107751;Figueira;;;0,571;
PR;4107801;Floraí;0,413;0,649;0,672;
PR;4107850;Flor da Serra do Sul;;;;
PR;4107900;Floresta;0,43;0,718;0,751;
PR;4108007;Florestópolis;0,372;0,521;0,595;
PR;4108106;Flórida;0,393;0,57;0,683;
PR;4108205;Formosa do Oeste;0,382;0,506;0,636;
PR;4108304;Foz do Iguaçu;0,519;0,721;0,767;
PR;4108320;Francisco Alves;;0,519;0,579;
PR;4108403;Francisco Beltrão;0,471;0,713;0,724;
PR;4108452;Foz do Jordão;;;;
PR;4108502;General Carneiro;0,414;0,584;0,606;
PR;4108551;Godoy Moreira;;;0,447;
PR;4108601;Goioerê;0,349;0,655;0,663;
PR;4108650;Goioxim;;;;
PR;4108700;Grandes Rios;0,282;0,425;0,53;
PR;4108809;Guaíra;0,401;0,714;0,692;
PR;4108908;Guairaçá;0,354;0,501;0,577;
PR;4108957;Guamiranga;;;;
PR;4109005;Guapirama;0,366;0,551;0,579;
PR;4109104;Guaporema;0,392;0,577;0,563;
PR;4109203;Guaraci;0,406;0,588;0,663;
PR;4109302;Guaraniaçu;0,379;0,516;0,546;
PR;4109401;Guarapuava;0,421;0,673;0,701;
PR;4109500;Guaraqueçaba;0,354;0,461;0,512;
PR;4109609;Guaratuba;0,42;0,601;0,699;
PR;4109658;Honório Serpa;;;;
PR;4109708;Ibaiti;0,344;0,528;0,595;
PR;4109757;Ibema;;;0,538;
PR;4109807;Ibiporã;0,434;0,641;0,717;
PR;4109906;Icaraíma;0,356;0,575;0,556;
PR;4110003;Iguaraçu;0,391;0,592;0,588;
PR;4110052;Iguatu;;;;
PR;4110078;Imbaú;;;;
PR;4110102;Imbituva;0,405;0,616;0,645;
PR;4110201;Inácio Martins;0,357;0,493;0,508;
PR;4110300;Inajá;0,372;0,486;0,563;
PR;4110409;Indianópolis;0,394;0,55;0,575;
PR;4110508;Ipiranga;0,404;0,506;0,531;
PR;4110607;Iporã;0,363;0,559;0,591;
PR;4110656;Iracema do Oeste;;;;
PR;4110706;Irati;0,474;0,652;0,654;
PR;4110805;Iretama;0,306;0,466;0,518;
PR;4110904;Itaguajé;0,339;0,503;0,588;
PR;4110953;Itaipulândia;;;;
PR;4111001;Itambaracá;0,391;0,503;0,617;
PR;4111100;Itambé;0,348;0,702;0,67;
PR;4111209;Itapejara d'Oeste;0,447;0,676;0,638;
PR;4111258;Itaperuçu;;;;
PR;4111308;Itaúna do Sul;0,319;0,537;0,565;
PR;4111407;Ivaí;0,369;0,527;0,544;
PR;4111506;Ivaiporã;0,382;0,567;0,608;
PR;4111555;Ivaté;;;;
PR;4111605;Ivatuba;0,406;0,759;0,761;
PR;4111704;Jaboti;0,337;0,498;0,516;
PR;4111803;Jacarezinho;0,431;0,644;0,713;
PR;4111902;Jaguapitã;0,401;0,569;0,655;
PR;4112009;Jaguariaíva;0,416;0,572;0,681;
PR;4112108;Jandaia do Sul;0,452;0,68;0,733;
PR;4112207;Janiópolis;0,344;0,484;0,621;
PR;4112306;Japira;0,289;0,478;0,504;
PR;4112405;Japurá;0,432;0,566;0,632;
PR;4112504;Jardim Alegre;0,333;0,499;0,557;
PR;4112603;Jardim Olinda;0,355;0,49;0,569;
PR;4112702;Jataizinho;0,395;0,633;0,717;
PR;4112751;Jesuítas;;;0,583;
PR;4112801;Joaquim Távora;0,397;0,643;0,599;
PR;4112900;Jundiaí do Sul;0,307;0,613;0,554;
PR;4112959;Juranda;;;0,649;
PR;4113007;Jussara;0,427;0,607;0,655;
PR;4113106;Kaloré;0,376;0,556;0,653;
PR;4113205;Lapa;0,412;0,638;0,637;
PR;4113254;Laranjal;;;;
PR;4113304;Laranjeiras do Sul;0,397;0,6;0,605;
PR;4113403;Leópolis;0,355;0,591;0,63;
PR;4113429;Lidianópolis;;;;
PR;4113452;Lindoeste;;;0,539;
PR;4113502;Loanda;0,439;0,665;0,706;
PR;4113601;Lobato;0,381;0,632;0,755;
PR;4113700;Londrina;0,551;0,729;0,792;
PR;4113734;Luiziana;;;0,56;
PR;4113759;Lunardelli;;;0,534;
PR;4113809;Lupionópolis;0,406;0,54;0,567;
PR;4113908;Mallet;0,457;0,574;0,632;
PR;4114005;Mamborê;0,337;0,619;0,671;
PR;4114104;Mandaguaçu;0,449;0,604;0,668;
PR;4114203;Mandaguari;0,442;0,644;0,711;
PR;4114302;Mandirituba;0,381;0,581;0,697;
PR;4114351;Manfrinópolis;;;;
